,Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentType,AmountInUSD,no_of_investors,lds,year
1904,2015-02-07,Gozoomo,Used Car Marketplace,,bangalore,SAIF Partners,Private Equity,5000000,1.0,['SAIF Partners'],2015
1905,2015-02-07,Zenatix,Internet of Things platform,,gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,161000,4.0,"['Rajan Anandan', ' Kunal Bahl', ' Rohit Bansal', ' Rahul Khanna']",2015
1906,2015-03-07,CultureAlley,Language Learning App,,jaipur,Tiger Global,Private Equity,6500000,1.0,['Tiger Global'],2015
1907,2015-03-07,Goqii,Mobile Fitness Marketplace,,mumbai,Vijay Shekhar Sharma,Private Equity,1070000,1.0,['Vijay Shekhar Sharma'],2015
1908,2015-03-07,Gingercrush,Custom Merchandize platform,,ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,1000000,2.0,"['Gokul Jaykrishna', ' Brand Capital']",2015
1909,2015-04-07,Elanic,P2P Pre-owned goods marketplace,,bangalore,"Rebright Partners, Tracxn Labs, Aneesh Reddy",Seed Funding,1070000,3.0,"['Rebright Partners', ' Tracxn Labs', ' Aneesh Reddy']",2015
1910,2015-04-07,Stitchwood,Custom Furniture Marketplace,,mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,395000,2.0,"['Powai Lake Ventures', ' Ajeet Khurana & others']",2015
1911,2015-05-07,Urban,Online Tailoring Services,,bangalore,Group of angel investors,Seed Funding,1070000,1.0,['Group of angel investors'],2015
1912,2015-06-07,ConfirmtTkt,Rail Ticket Confirmation predictor,,bangalore,Pravin Agarwala & others,Seed Funding,1070000,1.0,['Pravin Agarwala & others'],2015
1913,2015-06-07,Paper,Ethnic Beverages manufacturer,,gurgaon,"Sofina, Hillhouse Capital",Private Equity,30000000,2.0,"['Sofina', ' Hillhouse Capital']",2015
1914,2015-06-07,getNow,Hyperlocal Goods marketplace,,nagpur,Atulya Mittal,Seed Funding,1070000,1.0,['Atulya Mittal'],2015
1915,2015-07-07,Wudstay,Budget Accommodation aggregator,,gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,3000000,2.0,"['Mangroves Capital Partners', ' Vikas Saxena']",2015
1916,2015-07-07,Liases,Real Estate Rating & Analysis,,new delhi,DMG information Asia Pacific,Private Equity,5000000,1.0,['DMG information Asia Pacific'],2015
1917,2015-07-07,Eatlo,Food Delivery platform,,bangalore,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",Seed Funding,1070000,3.0,"['Powai Lake Ventures', ' Globeinvestor', ' Abhishekh Goyal']",2015
1918,2015-07-07,IndiaLends,Financial Tech,,new delhi,"DSG Consumer Partners, Siddharth Parekh",Private Equity,1070000,2.0,"['DSG Consumer Partners', ' Siddharth Parekh']",2015
1919,2015-08-07,Quinto,Food Discovery App,,pune,Jaydeep Barman,Seed Funding,1070000,1.0,['Jaydeep Barman'],2015
1920,2015-08-07,Saavn,Music Streaming App,,mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,100000000,6.0,"['Tiger Global Management', ' Bertelsmann India', ' Steadview Capital', ' Liberty Media', ' Mousse Partners', ' Quilvest']",2015
1921,2015-08-07,Flytxt,Big Data & Analytics platform,,mumbai,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,11000000,2.0,"['Sunrise Capital GmBH', ' Big Data Investments B.V']",2015
1922,2015-08-07,Axtria,Big Data & Analytics platform,,india,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,30000000,5.0,"['Helion Venture Partners', 'Amarpreet Sawhney', ' Deshpande Foundation', ' Fred Khosravi', ' Richard S. Braddock']",2015
1923,2015-08-07,33Coupons,Coupon Aggregator Platform,,kanpur,Not Disclosed,Seed Funding,20000,1.0,['Not Disclosed'],2015
1924,2015-08-07,Ampere,Electric Scooter manufacturer,,coimbatore,Ratan Tata,Seed Funding,1070000,1.0,['Ratan Tata'],2015
1925,2015-08-07,Hopping,Online Food-Tech Platform,,mumbai,Mirah Hospitality,Seed Funding,470000,1.0,['Mirah Hospitality'],2015
1926,2015-08-07,Collectabillia,Celebrity Fashion Brand,,bangalore,Accel Partners,Private Equity,7500000,1.0,['Accel Partners'],2015
1927,2015-08-07,Lendingkart,Online Finance lending platform,,ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,10000000,4.0,"['Saama Capital', ' Mayfield', ' Ashvin Chadha', ' Shailesh Mehta']",2015
1928,2015-08-07,Lybrate,Healthcare Mobile App,,new delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,10200000,3.0,"['Tiger Global Management', ' Ratan Tata', ' Nexus Venture Partners']",2015
1929,2015-08-07,Zoomcar,Self-driven vehicle rental,,bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,11000000,3.0,"['Sequoia Capital', ' Empire Angels', ' NGP']",2015
1930,2015-09-07,News,News Aggregator mobile app,,noida,Tiger Global,Private Equity,20000000,1.0,['Tiger Global'],2015
1931,2015-09-07,Bluestone,Online Jewellery Store,,bangalore,"IvyCap Ventures, Accel Partners, Dragoneer Investment Group",Private Equity,16200000,3.0,"['IvyCap Ventures', ' Accel Partners', ' Dragoneer Investment Group']",2015
1932,2015-09-07,Shopsity,Fashion Info Aggregator App,,gurgaon,"Sandeep Aggarwal, Teruhide Sato",Seed Funding,1070000,2.0,"['Sandeep Aggarwal', ' Teruhide Sato']",2015
1933,2015-09-07,Notesgen,Online Study Notes Marketplace,,new delhi,"Rajeev Saraf, Arvind Jha, R. Satya Narayanan",Seed Funding,1070000,3.0,"['Rajeev Saraf', ' Arvind Jha', ' R. Satya Narayanan']",2015
1934,2015-10-07,Infinity,Warranty Programs Service Administration,,new delhi,Indian Angel Network,Seed Funding,600000,1.0,['Indian Angel Network'],2015
1935,2015-10-07,Footprints,Pre-School Chain,,gurgaon,"LetsVenture, Kumar Bansal, Kshitij Jain",Seed Funding,685000,3.0,"['LetsVenture', ' Kumar Bansal', ' Kshitij Jain']",2015
1936,2015-10-07,Loylty,Premium Loyalty Rewards Point Management,,mumbai,IndianIdeas.com,Private Equity,19350000,1.0,['IndianIdeas.com'],2015
1937,2015-07-13,Ameyo,Contact Center Software Platform,,gurgaon,Forum Synergies PE Fund,Private Equity,5000000,1.0,['Forum Synergies PE Fund'],2015
1938,2015-07-13,Mamagoto,Casual Dining restaurant Chain,,new delhi,Goldman Sachs,Private Equity,10000000,1.0,['Goldman Sachs'],2015
1939,2015-07-13,Satvacart,Online Grocery Delivery,,gurgaon,Palaash Ventures,Seed Funding,1070000,1.0,['Palaash Ventures'],2015
1940,2015-07-14,MySmartPrice,Online comparison engine,,hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,10000000,2.0,"['Accel Partners', ' Helion Venture Partners']",2015
1941,2015-07-14,Zenify,Residential Rental management platform,,bangalore,Atul Jalan,Seed Funding,1070000,1.0,['Atul Jalan'],2015
1942,2015-07-14,Boxmyspace,Physical Storage warehouses,,mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,300000,4.0,"['Ritesh Veera', ' Singapore Angel Network', ' Orios Venture Partners', '']",2015
1943,2015-07-14,HackerRank,Tech Recruitment platform,,bangalore,HR Technology fund,Private Equity,7500000,1.0,['HR Technology fund'],2015
1944,2015-07-14,WickedRide,Bike Rental Platform,,bangalore,Undisclosed,Seed Funding,790000,1.0,['Undisclosed'],2015
1945,2015-07-14,WoWexpress,Tech enabled logistics platform,,mumbai,Tamarind Family Private Trust,Seed Funding,500000,1.0,['Tamarind Family Private Trust'],2015
1946,2015-07-15,Oyo,Budget Hotel Accommodation,,gurgaon,"Softbank, Sequoia Capital",Private Equity,100000000,2.0,"['Softbank', ' Sequoia Capital']",2015
1947,2015-07-15,Mobikon,Restaurant customer engagement platform,,pune,Jungle Ventures,Private Equity,2300000,1.0,['Jungle Ventures'],2015
1948,2015-07-15,InstaLively,Live video streaming app,,new delhi,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",Seed Funding,1070000,4.0,"['Anupam Mittal', ' Anand Chandrasekaran', ' Uday Shankar', ' Chetan Bhagat']",2015
1949,2015-07-15,Roadrunnr,Hyper local logistics platform,,bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,11000000,3.0,"['Sequoia Capital', ' Nexus Venture Partners', ' Blume Ventures']",2015
1950,2015-07-16,Ketto,Crowd Funding Platform,,mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,700000,2.0,"['Pradyumna Dalmia', ' Sudhir Rao & Others']",2015
1951,2015-07-17,QuikWallet,F&B sector Mobile Payment platform,,mumbai,Snow Leopard Technology Ventures,Private Equity,1600000,1.0,['Snow Leopard Technology Ventures'],2015
1952,2015-07-17,Omnikart,Industrial Supplies B2B ecommerce,,mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,100000,2.0,"['Sumit Gandhi', ' Manish Gandhi']",2015
1953,2015-07-20,Zo,Online budget hotel chain,,new delhi,"Tiger Global, Orios Venture Partners.",Private Equity,15000000,2.0,"['Tiger Global', ' Orios Venture Partners.']",2015
1954,2015-07-20,Innoviti,Payment Solutions platform,,bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,4850000,2.0,"['Catamaran Ventures', ' New India Investment Corporation']",2015
1955,2015-07-21,ZenRadius,Online Hiring Platform,,bangalore,"Tracxn Labs, Deepak Singh",Seed Funding,1070000,2.0,"['Tracxn Labs', ' Deepak Singh']",2015
1956,2015-07-21,Joy,Organic Food ecommerce,,new delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,1000000,3.0,"['Mumbai Angels', ' Vriddhi Fund', ' Others']",2015
1957,2015-07-22,Iqlect,Big Data & Analytics platform,,bangalore,Exfinity Venture Partners,Private Equity,2000000,1.0,['Exfinity Venture Partners'],2015
1958,2015-07-22,deGustibus,Fine Dining Restaurant Chain,,mumbai,India Value Fund Advisors,Private Equity,30000000,1.0,['India Value Fund Advisors'],2015
1959,2015-07-23,Nestaway,Luxury Rental Homes,,bangalore,"Flipkart, Tiger Global",Private Equity,12750000,2.0,"['Flipkart', ' Tiger Global']",2015
1960,2015-07-23,Mswipe,Mobile Point of Sale payment solution,,notspecific,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,25000000,6.0,"['Falcon Edge Capital', ' Meru Capital', ' Ola', ' Matrix Partners', ' DSG Consumer Partners', ' Axis Bank']",2015
1961,2015-07-23,Myonsto,Online Grocers,,ahmedabad,Jayant Bokadia,Seed Funding,320000,1.0,['Jayant Bokadia'],2015
1962,2015-07-23,iCrushiFlush,Casual Dating App,,mumbai,IDG Ventures India,Seed Funding,1070000,1.0,['IDG Ventures India'],2015
1963,2015-07-23,MedGenome,Clinical Genomics Provider,,bangalore,Sequoia Capital,Private Equity,20000000,1.0,['Sequoia Capital'],2015
1964,2015-07-23,HolidayIQ,Travel information portal,,bangalore,MakeMyTrip,Private Equity,15000000,1.0,['MakeMyTrip'],2015
1965,2015-07-23,Fitternity,Fitness Marketplace,,mumbai,Exfinity Venture Partners,Private Equity,1000000,1.0,['Exfinity Venture Partners'],2015
1966,2015-07-23,Quikr,Online & Mobile classified listings,,mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,60000000,3.0,"['AB Kinnevik', ' Falcon Edge Capital', ' Coatue Management']",2015
1967,2015-07-23,JetSetGo,Private Jet/ Helicopter Marketplace,,new delhi,YourWeCan Ventures,Seed Funding,1070000,1.0,['YourWeCan Ventures'],2015
1968,2015-07-24,BroEx,Real Estate Broker network App,,gurgaon,Lightspeed India,Private Equity,1000000,1.0,['Lightspeed India'],2015
1969,2015-07-25,Shopatplaces,Ethnic/ Traditional Fashion Store,,new delhi,Indian Angel Network,Seed Funding,1070000,1.0,['Indian Angel Network'],2015
1970,2015-07-25,CredR,Used Bikes Marketplace,,mumbai,Fidelity Growth Partners,Private Equity,15000000,1.0,['Fidelity Growth Partners'],2015
1971,2015-07-27,ManageMySpa,Spa & Salon Management Software,,hyderabad,Accel Partners,Private Equity,6000000,1.0,['Accel Partners'],2015
1972,2015-07-27,Townrush,B2B logistics delivery platform,,bangalore,Lightspeed Venture Partners,Seed Funding,1070000,1.0,['Lightspeed Venture Partners'],2015
1973,2015-07-27,Locus,Logistics Automation Platform,,bangalore,"growX ventures,  Manish Singhal",Seed Funding,1070000,2.0,"['growX ventures', '\xa0 Manish Singhal']",2015
1974,2015-07-27,Bevy,Online Hiring Platform,,bangalore,Varun Agarwal & Others,Seed Funding,1070000,1.0,['Varun Agarwal & Others'],2015
1975,2015-07-28,Pepperfry,Online home décor marketplace,,mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,100000000,3.0,"['Goldman Sachs', ' Zodius Technology Fund', ' Bertelsmann India Investments Norwest Venture Partners.']",2015
1976,2015-07-28,Flipkart,Online Marketplace,,bangalore,Steadview Capital and existing investors,Private Equity,700000000,1.0,['Steadview Capital and existing investors'],2015
1977,2015-07-28,Opinio,Hyperlocal food & grocery store,,bangalore,"Accel Partners, Traxcn Labs & Others",Seed Funding,1300000,2.0,"['Accel Partners', ' Traxcn Labs & Others']",2015
1978,2015-07-28,Zoctr,Health-Tech platform,,mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,1000000,2.0,"['Sandeep Parwal', ' Krishan Gupta & Others']",2015
1979,2015-07-29,Zimmber,Hyperlocal Handyman Services,,mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,  Mohandas Pai",Private Equity,2000000,4.0,"['IDG Ventures India', ' Omidyar Network', ' Sherpalo Ventures', '\xa0 Mohandas Pai']",2015
1980,2015-07-29,trueHb,Medical Tech Instruments,,new delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,2400000,3.0,"['Sachin and Binny Bansal', ' Malvinder and Shivinder Singh', ' Gurpreet Singh & others']",2015
1981,2015-07-29,Zovi,Hyperlocal Deals Marketplace,,bangalore,"Paytm, SAIF Partners,  Tiger Global Management & others",Private Equity,50000000,3.0,"['Paytm', ' SAIF Partners', '\xa0 Tiger Global Management & others']",2015
1982,2015-07-29,Swajal,Innovative Water Solutions,,gurgaon,Abhishek Gupta,Private Equity,1200000,1.0,['Abhishek Gupta'],2015
1983,2015-07-30,Pipa,Online Jewelry Store,,mumbai,LionRock Capital,Private Equity,600000,1.0,['LionRock Capital'],2015
1984,2015-07-30,Pragmatix,Business intelligence & Analytics,,mumbai,SIDBI Venture Capital Ltd,Private Equity,2400000,1.0,['SIDBI Venture Capital Ltd'],2015
1985,2015-07-30,Droom,Used Vehicle Marketplace,,new delhi,"Lightbox Ventures, Beenos",Private Equity,16000000,2.0,"['Lightbox Ventures', ' Beenos']",2015
1986,2015-07-30,MadRat,Educational Board Games,,bangalore,"Kunal Bahl, Rohit Bansal",Seed Funding,168000,2.0,"['Kunal Bahl', ' Rohit Bansal']",2015
1987,2015-07-30,Noodle,Chinese food delivery,,mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,168000,3.0,"['Elliot Stechman', ' Gautam Sinha', ' Ambarish Ray']",2015
1988,2015-07-30,Wassup,On-Demand Laundry & Dry cleaning App,,chennai,B S Nagesh,Private Equity,1070000,1.0,['B S Nagesh'],2015
1989,2015-07-30,Cartisan,On-Demand Car services App,,bangalore,"YouWeCan Ventures,  Aprameya Radhakrishna",Seed Funding,1070000,2.0,"['YouWeCan Ventures', '\xa0 Aprameya Radhakrishna']",2015
1990,2015-07-31,LazyLad,Hyperlocal Grocery App,,gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,500000,3.0,"['Jai Choi', ' Kiyohiro Sugashita', ' Hirokazu']",2015
1991,2015-07-31,TripFactory,Online Curated Holiday package bookings,,bangalore,"Aarin Capital Partners,",Private Equity,1070000,2.0,"['Aarin Capital Partners', '']",2015
1992,2015-07-31,Prothom,Hasbro Toy Manufacturer,,pune,Oliphabs Capital,Private Equity,2000000,1.0,['Oliphabs Capital'],2015
1993,2015-07-31,Bona,Travel Tech,,gurgaon,MakeMyTrip,Private Equity,5000000,1.0,['MakeMyTrip'],2015
1994,2015-01-06,Vyomo,Beauty and Wellness Platform,,new delhi,Aprameya Radhakrishna,Seed Funding,1070000,1.0,['Aprameya Radhakrishna'],2015
1995,2015-01-06,Veeba,Healthy Food Manufacturer,,new delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,6000000,2.0,"['DSG Consumer Partners', ' Saama Capital.']",2015
1996,2015-01-06,Truebil,Used Car Marketplace,,mumbai,"Kae Capital, Anupam Mittal",Seed Funding,500000,2.0,"['Kae Capital', ' Anupam Mittal']",2015
1997,2015-01-06,Meritnation,Online Learning Platform,,new delhi,InfoEdge,Private Equity,4000000,1.0,['InfoEdge'],2015
1998,2015-01-06,Eattreatonline,Healthy Food Online Community,,new delhi,Group of 15 Angel Investors,Seed Funding,350000,1.0,['Group of 15 Angel Investors'],2015
1999,2015-01-06,CredR,Used two-wheeler Marketplace,,mumbai,GrowthStory,Seed Funding,1070000,1.0,['GrowthStory'],2015
2000,2015-01-06,Glamrs,Online Fashion Video Portal,,mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,1000000,4.0,"['Ventureworks India', ' Blume Ventures', ' Batlivala & Karani Securities', ' Nikunj Jhaveri']",2015
2001,2015-01-06,Proviera,Probiotic Technology Products Manufacturer,,chennai,Infuse Ventures,Private Equity,550000,1.0,['Infuse Ventures'],2015
2002,2015-01-06,Arth,Architectural Design & Consulting,,hyderabad,Srinivas Tirupati,Seed Funding,500000,1.0,['Srinivas Tirupati'],2015
2003,2015-02-06,Saama,Big Data & Analytics Services,,pune,Carrick Capital Partners,Private Equity,35000000,1.0,['Carrick Capital Partners'],2015
2004,2015-02-06,AllIzHealth,Preventive Healthcare Services,,pune,Mumbai Angels & Other angel investors,Seed Funding,350000,1.0,['Mumbai Angels & Other angel investors'],2015
2005,2015-02-06,Karma,Tech-enabled Rural Healthcare Services,,udaipur,Ennovent Impact Investment Holding,Private Equity,1070000,1.0,['Ennovent Impact Investment Holding'],2015
2006,2015-03-06,Entropy,Engineering Innovations,,mumbai,Mark Mobius & 9 Other Angel investors,Seed Funding,1070000,1.0,['Mark Mobius & 9 Other Angel investors'],2015
2007,2015-03-06,Propstack,Real Estate Intelligence Platform,,mumbai,DMG Information,Private Equity,3000000,1.0,['DMG Information'],2015
2008,2015-03-06,MyTaxiIndia,Online Car Rental Affiliates,,new delhi,Green House Ventures,Seed Funding,100000,1.0,['Green House Ventures'],2015
2009,2015-03-06,Arkin,Data Center Software platform,,pune,Nexus Venture Partners,Private Equity,15000000,1.0,['Nexus Venture Partners'],2015
2010,2015-03-06,Little,Online City & Lifestyle Guide,,new delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,150000,4.0,"['Rajan Anandan', ' Niraj Singh', ' Sachin Bhatia', ' Singapore Angel Network & Aseem Vadehra']",2015
2011,2015-03-06,MyPoolin,P2P Payments platform,,new delhi,"Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra,  Arjun Malhotra, Gautam Gandhi",Seed Funding,1070000,7.0,"['Sharad Sharma', ' Rajan Anandan', ' Sunil Kalra', ' Amit Ranjan', ' Rohan Malhotra', '\xa0 Arjun Malhotra', ' Gautam Gandhi']",2015
2012,2015-03-06,iCustomadeit,Bespoke Merchandize Marketplace,,pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,250000,2.0,"['Virendra Shahney', ' Dr Paresh Doshi']",2015
2013,2015-03-06,KAARYAH,Women Lifestyle Marketplace,,gurgaon,Ratan Tata,Seed Funding,1070000,1.0,['Ratan Tata'],2015
2014,2015-04-06,Ecom,Logistics Solution Provider,,new delhi,Warburg Pincus,Private Equity,137000000,1.0,['Warburg Pincus'],2015
2015,2015-04-06,Vidooly,Video Intelligence Platform,,noida,Bessemer Venture Partners,Private Equity,1000000,1.0,['Bessemer Venture Partners'],2015
2016,2015-04-06,Zopper,Hyperlocal Shopping App,,mumbai,"Tiger Global,  Nirvana Ventures Advisors",Private Equity,20000000,2.0,"['Tiger Global', '\xa0 Nirvana Ventures Advisors']",2015
2017,2015-04-06,Flipkart,eCommerce platform,,bangalore,Morgan Stanley,Private Equity,50000000,1.0,['Morgan Stanley'],2015
2018,2015-05-06,kWatt,Renewable energy solutions,,mumbai,empty,Seed Funding,500000,,['empty'],2015
2019,2015-05-06,Medwell,HealthcareService provider,,bangalore,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,10000000,2.0,"['Fidelity Growth Partners', ' Fidelity Biosciences']",2015
2020,2015-05-06,Jugnoo,Auto Rickshaw Based Services,,chandigarh,"Snow Leopard, Paytm",Private Equity,5000000,2.0,"['Snow Leopard', ' Paytm']",2015
2021,2015-08-06,PosterGully,Artist / Designer Marketplace,,new delhi,"Natarajan Iyer,Rajesh Sawhney,  & other Angel investors.",Seed Funding,1070000,3.0,"['Natarajan Iyer', 'Rajesh Sawhney', '\xa0 & other Angel investors.']",2015
2022,2015-08-06,Applied,Off-grid Solar Power,,mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,40000000,3.0,"['Future Fund', 'Bessemer Venture', ' Capricorn Investment and IFC']",2015
2023,2015-09-06,Clovia,Private Label lingerie Ecommerce,,new delhi,IvyCap Ventures,Private Equity,5000000,1.0,['IvyCap Ventures'],2015
2024,2015-09-06,Swiggy,Online Food Ordering,,bangalore,"Norwest Venture Partners, SAIF Partners, Accel Partners",Private Equity,16500000,3.0,"['Norwest Venture Partners', ' SAIF Partners', ' Accel Partners']",2015
2025,2015-09-06,PayMango,Mobile Commerce Platform,,gurgaon,Group of Angel Investors,Seed Funding,234000,1.0,['Group of Angel Investors'],2015
2026,2015-09-06,Printland,Online Printing Services,,new delhi,SIDBI Venture Capital Ltd,Private Equity,1070000,1.0,['SIDBI Venture Capital Ltd'],2015
2027,2015-09-06,Teritree,Digital Marketing Services,,bangalore,KCL,Seed Funding,140000,1.0,['KCL'],2015
2028,2015-10-06,Guiddoo,Travel Guide Mobile App,,mumbai,"Pawan Borle, SVP Fly Dubai & Others",Seed Funding,1070000,2.0,"['Pawan Borle', ' SVP Fly Dubai & Others']",2015
2029,2015-10-06,Voonik,Fashion Ecommerce store,,bangalore,"Sequoia Capital, Seedfund",Private Equity,5000000,2.0,"['Sequoia Capital', ' Seedfund']",2015
2030,2015-11-06,AdStringO,Mobile Compression Software,,mumbai,"Arihant Patni, Vishal Khare,  Viswanath Ramachandran",Seed Funding,350000,3.0,"['Arihant Patni', ' Vishal Khare', '\xa0 Viswanath Ramachandran']",2015
2031,2015-11-06,Faircent,Peer to Peer Lending platform,,gurgaon,M&S Partners Pte. Ltd,Seed Funding,250000,1.0,['M&S Partners Pte. Ltd'],2015
2032,2015-12-06,La,Global Healthcare products,,ahmedabad,Sequoia Capital,Private Equity,16000000,1.0,['Sequoia Capital'],2015
2033,2015-06-15,Homelane,Home Furnishing Solutions,,bangalore,Sequoia Capital,Private Equity,50000000,1.0,['Sequoia Capital'],2015
2034,2015-06-15,iSTAR,Skill Training & Placement Platform,,bangalore,Unitus Seed Fund,Private Equity,1070000,1.0,['Unitus Seed Fund'],2015
2035,2015-06-15,Shippr,Intra-City Logistics service,,bangalore,i2india Pvt Ltd,Seed Funding,500000,1.0,['i2india Pvt Ltd'],2015
2036,2015-06-16,FoodAbhi,online tiffin service aggregator,,mumbai,Group of angel investors,Seed Funding,1070000,1.0,['Group of angel investors'],2015
2037,2015-06-16,Karma,Electronic Goods recycling service,,delhi,"Infuse Ventures, Low Carbon Enterprise Fund",Private Equity,1070000,2.0,"['Infuse Ventures', ' Low Carbon Enterprise Fund']",2015
2038,2015-06-16,CouponRaja,Online Coupon & comparison platform,,mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others",Seed Funding,500000,2.0,"['Mahesh Pratapneni', ' Pallab Chatterjee & others']",2015
2039,2015-06-17,Babychakra,Parents & Kids Online platform,,mumbai,"Mumbai Angels, Patni Family Office, Singapore Angel Network, Karan Maheshwari, Jatin Aneja, Kishor Ganji, Roopa Nath",Seed Funding,1070000,7.0,"['Mumbai Angels', ' Patni Family Office', ' Singapore Angel Network', ' Karan Maheshwari', ' Jatin Aneja', ' Kishor Ganji', ' Roopa Nath']",2015
2040,2015-06-17,Jiffstore,Online Grocery platform,,bangalore,"Unitus Seed Fund, Times Internet",Seed Funding,1070000,2.0,"['Unitus Seed Fund', ' Times Internet']",2015
2041,2015-06-17,MyDentist,Dental Clinic chain,,mumbai,"LGT Group, Asian Healthcare fund, Seedfund",Private Equity,8200000,3.0,"['LGT Group', ' Asian Healthcare fund', ' Seedfund']",2015
2042,2015-06-18,Moovo,On-Demand Logistics Service,,new delhi,YouWeCan Ventures,Seed Funding,1070000,1.0,['YouWeCan Ventures'],2015
2043,2015-06-18,Fracktal,3D Printer Manufacturer,,bangalore,Neoteric Infomatique Limited,Private Equity,3000000,1.0,['Neoteric Infomatique Limited'],2015
2044,2015-06-18,Hansa,IT / Customer Engagement Consulting,,mumbai,ASK Pravi,Private Equity,5000000,1.0,['ASK Pravi'],2015
2045,2015-06-18,HealthifyMe,Health & Fitness App,,bangalore,"Gopal Srinivasan, Sashi Reddy, Amit Gupta, Pallav Nadhani",Private Equity,1070000,4.0,"['Gopal Srinivasan', ' Sashi Reddy', ' Amit Gupta', ' Pallav Nadhani']",2015
2046,2015-06-18,CAKART,Online Education Marketplace,,bangalore,Sunil Maheshwari & group of investors,Seed Funding,1070000,1.0,['Sunil Maheshwari & group of investors'],2015
2047,2015-06-19,Housejoy,Home services marketplace,,bangalore,Matrix Partners,Private Equity,4000000,1.0,['Matrix Partners'],2015
2048,2015-06-19,FundsIndia,Financial Services Platform,,chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners",Private Equity,11000000,3.0,"['Faering Capital', ' Foundation Capital', ' Inventus Capital Partners']",2015
2049,2015-06-20,Cupick,Social Network for Artists,,bangalore,Group of Angel Investors from US/India,Seed Funding,120000,1.0,['Group of Angel Investors from US/India'],2015
2050,2015-06-20,Tracxn,Startup funding platform,,bangalore,"Sachin Bansal, Bunny Bansal & other investors",Private Equity,10000000,2.0,"['Sachin Bansal', ' Bunny Bansal & other investors']",2015
2051,2015-06-21,Holachef,Food Delivery Platform,,mumbai,"Kalaari Capital, India Quotient",Private Equity,3100000,2.0,"['Kalaari Capital', ' India Quotient']",2015
2052,2015-06-22,belong,Data Driven recruitment recommendation,,bangalore,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Private Equity,5000000,5.0,"['Kunal Bahl', ' Rohit Bansal', ' Blume Ventures', ' Phanindra Sama', ' Raju Reddy']",2015
2053,2015-06-22,Ixigo,Travel Search Engine,,gurgaon,Micromax Informatics,Private Equity,1070000,1.0,['Micromax Informatics'],2015
2054,2015-06-22,SkillAngels,Brain Games Platform,,chennai,Sprout Angels LLP,Seed Funding,1070000,1.0,['Sprout Angels LLP'],2015
2055,2015-06-22,Vidgyor,Video Advertisement Platform,,bangalore,AngelPrime,Seed Funding,500000,1.0,['AngelPrime'],2015
2056,2015-06-22,Banihal,Algorithmic Match Making Platform,,new delhi,Dr David Cheriton,Seed Funding,1070000,1.0,['Dr David Cheriton'],2015
